DataZone,IntZone,HB,HSCP,CA,SIMD2020V2Rank,SIMD2020V2CountryDecile,SIMD2020V2CountryQuintile,SIMD2020V2HBDecile,SIMD2020V2HBQuintile,SIMD2020V2HSCPDecile,SIMD2020V2HSCPQuintile,SIMD2020V2CADecile,SIMD2020V2CAQuintile,SIMD2020V2Most15pc,SIMD2020V2Least15pc
S01011426,S02002146,S08000032,S37000035,S12000050,5391,8,4,9,5,9,5,9,5,0,0
S01011427,S02002146,S08000032,S37000035,S12000050,1847,3,2,4,2,5,3,5,3,0,0
S01011428,S02002146,S08000032,S37000035,S12000050,2662,4,2,5,3,6,3,6,3,0,0
S01011429,S02002146,S08000032,S37000035,S12000050,4038,6,3,7,4,8,4,8,4,0,0
S01011430,S02002147,S08000032,S37000035,S12000050,4499,7,4,8,4,8,4,8,4,0,0
S01011431,S02002147,S08000032,S37000035,S12000050,2048,3,2,4,2,5,3,5,3,0,0
S01011432,S02002147,S08000032,S37000035,S12000050,2734,4,2,6,3,6,3,6,3,0,0
S01011433,S02002147,S08000032,S37000035,S12000050,774,2,1,2,1,2,1,2,1,1,0
S01011434,S02002147,S08000032,S37000035,S12000050,3711,6,3,7,4,8,4,8,4,0,0
S01011435,S02002148,S08000032,S37000035,S12000050,5080,8,4,8,4,9,5,9,5,0,0
S01011436,S02002148,S08000032,S37000035,S12000050,1175,2,1,3,2,3,2,3,2,0,0
S01011437,S02002148,S08000032,S37000035,S12000050,1263,2,1,3,2,3,2,3,2,0,0
S01011438,S02002148,S08000032,S37000035,S12000050,424,1,1,1,1,1,1,1,1,1,0
S01011439,S02002149,S08000032,S37000035,S12000050,1959,3,2,4,2,5,3,5,3,0,0
S01011440,S02002149,S08000032,S37000035,S12000050,1475,3,2,3,2,4,2,4,2,0,0
S01011441,S02002149,S08000032,S37000035,S12000050,1197,2,1,3,2,3,2,3,2,0,0
S01011442,S02002149,S08000032,S37000035,S12000050,1706,3,2,4,2,4,2,4,2,0,0
S01011443,S02002149,S08000032,S37000035,S12000050,1806,3,2,4,2,5,3,5,3,0,0
S01011444,S02002149,S08000032,S37000035,S12000050,1000,2,1,2,1,3,2,3,2,1,0
S01011445,S02002149,S08000032,S37000035,S12000050,3158,5,3,6,3,7,4,7,4,0,0
S01011446,S02002149,S08000032,S37000035,S12000050,2523,4,2,5,3,6,3,6,3,0,0
S01011447,S02002150,S08000032,S37000035,S12000050,1440,3,2,3,2,4,2,4,2,0,0
S01011448,S02002150,S08000032,S37000035,S12000050,2625,4,2,5,3,6,3,6,3,0,0
S01011449,S02002150,S08000032,S37000035,S12000050,856,2,1,2,1,2,1,2,1,1,0
S01011450,S02002150,S08000032,S37000035,S12000050,4481,7,4,8,4,8,4,8,4,0,0
S01011451,S02002150,S08000032,S37000035,S12000050,4461,7,4,8,4,8,4,8,4,0,0
S01011452,S02002151,S08000032,S37000035,S12000050,3025,5,3,6,3,7,4,7,4,0,0
S01011453,S02002151,S08000032,S37000035,S12000050,2247,4,2,5,3,5,3,5,3,0,0
S01011454,S02002151,S08000032,S37000035,S12000050,1817,3,2,4,2,5,3,5,3,0,0
S01011455,S02002151,S08000032,S37000035,S12000050,1072,2,1,2,1,3,2,3,2,1,0
S01011456,S02002152,S08000032,S37000035,S12000050,1061,2,1,2,1,3,2,3,2,1,0
S01011457,S02002152,S08000032,S37000035,S12000050,1083,2,1,2,1,3,2,3,2,0,0
S01011458,S02002152,S08000032,S37000035,S12000050,4782,7,4,8,4,9,5,9,5,0,0
S01011459,S02002152,S08000032,S37000035,S12000050,3170,5,3,6,3,7,4,7,4,0,0
S01011460,S02002153,S08000032,S37000035,S12000050,1747,3,2,4,2,5,3,5,3,0,0
S01011461,S02002153,S08000032,S37000035,S12000050,1154,2,1,3,2,3,2,3,2,0,0
S01011462,S02002153,S08000032,S37000035,S12000050,2299,4,2,5,3,5,3,5,3,0,0
S01011463,S02002153,S08000032,S37000035,S12000050,4309,7,4,8,4,8,4,8,4,0,0
S01011464,S02002154,S08000032,S37000035,S12000050,4808,7,4,8,4,9,5,9,5,0,0
S01011465,S02002154,S08000032,S37000035,S12000050,386,1,1,1,1,1,1,1,1,1,0
S01011466,S02002154,S08000032,S37000035,S12000050,1024,2,1,2,1,3,2,3,2,1,0
S01011467,S02002154,S08000032,S37000035,S12000050,2007,3,2,4,2,5,3,5,3,0,0
S01011468,S02002154,S08000032,S37000035,S12000050,6207,9,5,10,5,10,5,10,5,0,1
S01011469,S02002154,S08000032,S37000035,S12000050,1268,2,1,3,2,3,2,3,2,0,0
S01011470,S02002154,S08000032,S37000035,S12000050,1660,3,2,4,2,4,2,4,2,0,0
S01011471,S02002155,S08000032,S37000035,S12000050,2883,5,3,6,3,7,4,7,4,0,0
S01011472,S02002155,S08000032,S37000035,S12000050,263,1,1,1,1,1,1,1,1,1,0
S01011473,S02002155,S08000032,S37000035,S12000050,192,1,1,1,1,1,1,1,1,1,0
S01011474,S02002155,S08000032,S37000035,S12000050,673,1,1,2,1,2,1,2,1,1,0
S01011475,S02002155,S08000032,S37000035,S12000050,104,1,1,1,1,1,1,1,1,1,0
S01011476,S02002156,S08000032,S37000035,S12000050,6234,9,5,10,5,10,5,10,5,0,1
S01011477,S02002156,S08000032,S37000035,S12000050,6017,9,5,10,5,10,5,10,5,0,1
S01011478,S02002156,S08000032,S37000035,S12000050,6038,9,5,10,5,10,5,10,5,0,1
S01011479,S02002156,S08000032,S37000035,S12000050,5420,8,4,9,5,9,5,9,5,0,0
S01011480,S02002156,S08000032,S37000035,S12000050,5884,9,5,10,5,10,5,10,5,0,0
S01011481,S02002157,S08000032,S37000035,S12000050,4326,7,4,8,4,8,4,8,4,0,0
S01011482,S02002157,S08000032,S37000035,S12000050,1907,3,2,4,2,5,3,5,3,0,0
S01011483,S02002157,S08000032,S37000035,S12000050,5498,8,4,9,5,9,5,9,5,0,0
S01011484,S02002157,S08000032,S37000035,S12000050,757,2,1,2,1,2,1,2,1,1,0
S01011485,S02002157,S08000032,S37000035,S12000050,643,1,1,2,1,2,1,2,1,1,0
S01011486,S02002158,S08000032,S37000035,S12000050,397,1,1,1,1,1,1,1,1,1,0
S01011487,S02002158,S08000032,S37000035,S12000050,1082,2,1,2,1,3,2,3,2,0,0
S01011488,S02002158,S08000032,S37000035,S12000050,205,1,1,1,1,1,1,1,1,1,0
S01011489,S02002158,S08000032,S37000035,S12000050,4297,7,4,8,4,8,4,8,4,0,0
S01011490,S02002159,S08000032,S37000035,S12000050,1343,2,1,3,2,4,2,4,2,0,0
S01011491,S02002159,S08000032,S37000035,S12000050,450,1,1,1,1,1,1,1,1,1,0
S01011492,S02002159,S08000032,S37000035,S12000050,147,1,1,1,1,1,1,1,1,1,0
S01011493,S02002159,S08000032,S37000035,S12000050,6511,10,5,10,5,10,5,10,5,0,1
S01011494,S02002159,S08000032,S37000035,S12000050,2167,4,2,5,3,5,3,5,3,0,0
S01011495,S02002159,S08000032,S37000035,S12000050,713,1,1,2,1,2,1,2,1,1,0
S01011496,S02002159,S08000032,S37000035,S12000050,387,1,1,1,1,1,1,1,1,1,0
S01011497,S02002160,S08000032,S37000035,S12000050,4055,6,3,7,4,8,4,8,4,0,0
S01011498,S02002160,S08000032,S37000035,S12000050,5169,8,4,9,5,9,5,9,5,0,0
S01011499,S02002160,S08000032,S37000035,S12000050,2634,4,2,5,3,6,3,6,3,0,0
S01011500,S02002160,S08000032,S37000035,S12000050,2442,4,2,5,3,6,3,6,3,0,0
S01011501,S02002160,S08000032,S37000035,S12000050,209,1,1,1,1,1,1,1,1,1,0
S01011502,S02002160,S08000032,S37000035,S12000050,2667,4,2,5,3,6,3,6,3,0,0
S01011503,S02002160,S08000032,S37000035,S12000050,1548,3,2,3,2,4,2,4,2,0,0
S01011504,S02002160,S08000032,S37000035,S12000050,2944,5,3,6,3,7,4,7,4,0,0
S01011505,S02002161,S08000032,S37000035,S12000050,1509,3,2,3,2,4,2,4,2,0,0
S01011506,S02002161,S08000032,S37000035,S12000050,3414,5,3,7,4,7,4,7,4,0,0
S01011507,S02002161,S08000032,S37000035,S12000050,2184,4,2,5,3,5,3,5,3,0,0
S01011508,S02002161,S08000032,S37000035,S12000050,2540,4,2,5,3,6,3,6,3,0,0
S01011509,S02002161,S08000032,S37000035,S12000050,2886,5,3,6,3,7,4,7,4,0,0
S01011510,S02002161,S08000032,S37000035,S12000050,1424,2,1,3,2,4,2,4,2,0,0
S01011511,S02002161,S08000032,S37000035,S12000050,956,2,1,2,1,3,2,3,2,1,0
S01011512,S02002162,S08000032,S37000035,S12000050,146,1,1,1,1,1,1,1,1,1,0
S01011513,S02002162,S08000032,S37000035,S12000050,329,1,1,1,1,1,1,1,1,1,0
S01011514,S02002162,S08000032,S37000035,S12000050,1028,2,1,2,1,3,2,3,2,1,0
S01011515,S02002162,S08000032,S37000035,S12000050,2562,4,2,5,3,6,3,6,3,0,0
S01011516,S02002162,S08000032,S37000035,S12000050,5347,8,4,9,5,9,5,9,5,0,0
S01011517,S02002162,S08000032,S37000035,S12000050,2843,4,2,6,3,7,4,7,4,0,0
S01011518,S02002162,S08000032,S37000035,S12000050,1284,2,1,3,2,3,2,3,2,0,0
S01011519,S02002163,S08000032,S37000035,S12000050,1799,3,2,4,2,5,3,5,3,0,0
S01011520,S02002163,S08000032,S37000035,S12000050,634,1,1,1,1,2,1,2,1,1,0
S01011521,S02002163,S08000032,S37000035,S12000050,755,2,1,2,1,2,1,2,1,1,0
S01011522,S02002163,S08000032,S37000035,S12000050,1022,2,1,2,1,3,2,3,2,1,0
S01011523,S02002163,S08000032,S37000035,S12000050,1379,2,1,3,2,4,2,4,2,0,0
S01011524,S02002163,S08000032,S37000035,S12000050,4045,6,3,7,4,8,4,8,4,0,0
S01011525,S02002164,S08000032,S37000035,S12000050,3525,5,3,7,4,7,4,7,4,0,0
S01011526,S02002164,S08000032,S37000035,S12000050,2700,4,2,6,3,6,3,6,3,0,0
S01011527,S02002164,S08000032,S37000035,S12000050,4418,7,4,8,4,8,4,8,4,0,0
S01011528,S02002165,S08000032,S37000035,S12000050,898,2,1,2,1,2,1,2,1,1,0
S01011529,S02002165,S08000032,S37000035,S12000050,321,1,1,1,1,1,1,1,1,1,0
S01011530,S02002165,S08000032,S37000035,S12000050,1122,2,1,3,2,3,2,3,2,0,0
S01011531,S02002165,S08000032,S37000035,S12000050,4394,7,4,8,4,8,4,8,4,0,0
S01011532,S02002166,S08000032,S37000035,S12000050,5730,9,5,9,5,10,5,10,5,0,0
S01011533,S02002166,S08000032,S37000035,S12000050,297,1,1,1,1,1,1,1,1,1,0
S01011534,S02002166,S08000032,S37000035,S12000050,1952,3,2,4,2,5,3,5,3,0,0
S01011535,S02002166,S08000032,S37000035,S12000050,237,1,1,1,1,1,1,1,1,1,0
S01011536,S02002166,S08000032,S37000035,S12000050,5694,9,5,9,5,10,5,10,5,0,0
S01011537,S02002166,S08000032,S37000035,S12000050,5512,8,4,9,5,9,5,9,5,0,0
S01011538,S02002166,S08000032,S37000035,S12000050,5687,9,5,9,5,10,5,10,5,0,0
S01011539,S02002167,S08000032,S37000035,S12000050,671,1,1,2,1,2,1,2,1,1,0
S01011540,S02002167,S08000032,S37000035,S12000050,2573,4,2,5,3,6,3,6,3,0,0
S01011541,S02002167,S08000032,S37000035,S12000050,794,2,1,2,1,2,1,2,1,1,0
S01011542,S02002167,S08000032,S37000035,S12000050,1118,2,1,3,2,3,2,3,2,0,0
S01011543,S02002167,S08000032,S37000035,S12000050,517,1,1,1,1,1,1,1,1,1,0
S01011544,S02002167,S08000032,S37000035,S12000050,1027,2,1,2,1,3,2,3,2,1,0
S01011545,S02002167,S08000032,S37000035,S12000050,2221,4,2,5,3,5,3,5,3,0,0
S01011546,S02002168,S08000032,S37000035,S12000050,5682,9,5,9,5,10,5,10,5,0,0
S01011547,S02002168,S08000032,S37000035,S12000050,6003,9,5,10,5,10,5,10,5,0,1
S01011548,S02002168,S08000032,S37000035,S12000050,2473,4,2,5,3,6,3,6,3,0,0
S01011549,S02002168,S08000032,S37000035,S12000050,4722,7,4,8,4,9,5,9,5,0,0
S01011550,S02002168,S08000032,S37000035,S12000050,6394,10,5,10,5,10,5,10,5,0,1
S01011551,S02002168,S08000032,S37000035,S12000050,3460,5,3,7,4,7,4,7,4,0,0
S01011552,S02002168,S08000032,S37000035,S12000050,4374,7,4,8,4,8,4,8,4,0,0
S01011553,S02002169,S08000032,S37000035,S12000050,6110,9,5,10,5,10,5,10,5,0,1
S01011554,S02002169,S08000032,S37000035,S12000050,1453,3,2,3,2,4,2,4,2,0,0
S01011555,S02002169,S08000032,S37000035,S12000050,1888,3,2,4,2,5,3,5,3,0,0
S01011556,S02002169,S08000032,S37000035,S12000050,923,2,1,2,1,2,1,2,1,1,0
S01011557,S02002169,S08000032,S37000035,S12000050,981,2,1,2,1,3,2,3,2,1,0
S01011558,S02002169,S08000032,S37000035,S12000050,762,2,1,2,1,2,1,2,1,1,0
S01011559,S02002169,S08000032,S37000035,S12000050,402,1,1,1,1,1,1,1,1,1,0
S01011560,S02002169,S08000032,S37000035,S12000050,894,2,1,2,1,2,1,2,1,1,0
S01011561,S02002169,S08000032,S37000035,S12000050,1529,3,2,3,2,4,2,4,2,0,0
S01011562,S02002170,S08000032,S37000035,S12000050,581,1,1,1,1,2,1,2,1,1,0
S01011563,S02002170,S08000032,S37000035,S12000050,787,2,1,2,1,2,1,2,1,1,0
S01011564,S02002170,S08000032,S37000035,S12000050,2633,4,2,5,3,6,3,6,3,0,0
S01011565,S02002170,S08000032,S37000035,S12000050,1507,3,2,3,2,4,2,4,2,0,0
S01011566,S02002170,S08000032,S37000035,S12000050,466,1,1,1,1,1,1,1,1,1,0
S01011567,S02002170,S08000032,S37000035,S12000050,1317,2,1,3,2,4,2,4,2,0,0
S01011568,S02002170,S08000032,S37000035,S12000050,3212,5,3,6,3,7,4,7,4,0,0
S01011569,S02002171,S08000032,S37000035,S12000050,2556,4,2,5,3,6,3,6,3,0,0
S01011570,S02002171,S08000032,S37000035,S12000050,1242,2,1,3,2,3,2,3,2,0,0
S01011571,S02002171,S08000032,S37000035,S12000050,200,1,1,1,1,1,1,1,1,1,0
S01011572,S02002171,S08000032,S37000035,S12000050,1530,3,2,3,2,4,2,4,2,0,0
S01011573,S02002171,S08000032,S37000035,S12000050,3312,5,3,6,3,7,4,7,4,0,0
S01011574,S02002171,S08000032,S37000035,S12000050,3520,5,3,7,4,7,4,7,4,0,0
S01011575,S02002171,S08000032,S37000035,S12000050,1780,3,2,4,2,5,3,5,3,0,0
S01011576,S02002171,S08000032,S37000035,S12000050,201,1,1,1,1,1,1,1,1,1,0
S01011577,S02002172,S08000032,S37000035,S12000050,1732,3,2,4,2,4,2,4,2,0,0
S01011578,S02002172,S08000032,S37000035,S12000050,737,2,1,2,1,2,1,2,1,1,0
S01011579,S02002172,S08000032,S37000035,S12000050,5224,8,4,9,5,9,5,9,5,0,0
S01011580,S02002173,S08000032,S37000035,S12000050,2108,3,2,5,3,5,3,5,3,0,0
S01011581,S02002173,S08000032,S37000035,S12000050,98,1,1,1,1,1,1,1,1,1,0
S01011582,S02002173,S08000032,S37000035,S12000050,4886,7,4,8,4,9,5,9,5,0,0
S01011583,S02002173,S08000032,S37000035,S12000050,1328,2,1,3,2,4,2,4,2,0,0
S01011584,S02002173,S08000032,S37000035,S12000050,1264,2,1,3,2,3,2,3,2,0,0
S01011585,S02002174,S08000032,S37000035,S12000050,1410,2,1,3,2,4,2,4,2,0,0
S01011586,S02002174,S08000032,S37000035,S12000050,640,1,1,1,1,2,1,2,1,1,0
S01011587,S02002174,S08000032,S37000035,S12000050,860,2,1,2,1,2,1,2,1,1,0
S01011588,S02002174,S08000032,S37000035,S12000050,749,2,1,2,1,2,1,2,1,1,0
S01011589,S02002174,S08000032,S37000035,S12000050,2641,4,2,5,3,6,3,6,3,0,0
S01011590,S02002174,S08000032,S37000035,S12000050,1464,3,2,3,2,4,2,4,2,0,0
S01011591,S02002174,S08000032,S37000035,S12000050,298,1,1,1,1,1,1,1,1,1,0
S01011592,S02002175,S08000032,S37000035,S12000050,696,1,1,2,1,2,1,2,1,1,0
S01011593,S02002175,S08000032,S37000035,S12000050,2740,4,2,6,3,6,3,6,3,0,0
S01011594,S02002175,S08000032,S37000035,S12000050,2239,4,2,5,3,5,3,5,3,0,0
S01011595,S02002175,S08000032,S37000035,S12000050,4325,7,4,8,4,8,4,8,4,0,0
S01011596,S02002175,S08000032,S37000035,S12000050,1974,3,2,4,2,5,3,5,3,0,0
S01011597,S02002175,S08000032,S37000035,S12000050,3195,5,3,6,3,7,4,7,4,0,0
S01011598,S02002176,S08000032,S37000035,S12000050,3,1,1,1,1,1,1,1,1,1,0
S01011599,S02002176,S08000032,S37000035,S12000050,2405,4,2,5,3,6,3,6,3,0,0
S01011600,S02002176,S08000032,S37000035,S12000050,1371,2,1,3,2,4,2,4,2,0,0
S01011601,S02002176,S08000032,S37000035,S12000050,4684,7,4,8,4,9,5,9,5,0,0
S01011602,S02002177,S08000032,S37000035,S12000050,1352,2,1,3,2,4,2,4,2,0,0
S01011603,S02002177,S08000032,S37000035,S12000050,426,1,1,1,1,1,1,1,1,1,0
S01011604,S02002177,S08000032,S37000035,S12000050,811,2,1,2,1,2,1,2,1,1,0
S01011605,S02002177,S08000032,S37000035,S12000050,2518,4,2,5,3,6,3,6,3,0,0
S01011606,S02002178,S08000032,S37000035,S12000050,4938,7,4,8,4,9,5,9,5,0,0
S01011607,S02002178,S08000032,S37000035,S12000050,4046,6,3,7,4,8,4,8,4,0,0
S01011608,S02002178,S08000032,S37000035,S12000050,4601,7,4,8,4,8,4,8,4,0,0
S01011609,S02002178,S08000032,S37000035,S12000050,36,1,1,1,1,1,1,1,1,1,0
S01011610,S02002178,S08000032,S37000035,S12000050,405,1,1,1,1,1,1,1,1,1,0
S01011611,S02002178,S08000032,S37000035,S12000050,3952,6,3,7,4,8,4,8,4,0,0
S01011612,S02002178,S08000032,S37000035,S12000050,5933,9,5,10,5,10,5,10,5,0,0
S01011613,S02002179,S08000032,S37000035,S12000050,4797,7,4,8,4,9,5,9,5,0,0
S01011614,S02002179,S08000032,S37000035,S12000050,3134,5,3,6,3,7,4,7,4,0,0
S01011615,S02002179,S08000032,S37000035,S12000050,1084,2,1,2,1,3,2,3,2,0,0
S01011616,S02002179,S08000032,S37000035,S12000050,1162,2,1,3,2,3,2,3,2,0,0
S01011617,S02002180,S08000032,S37000035,S12000050,887,2,1,2,1,2,1,2,1,1,0
S01011618,S02002180,S08000032,S37000035,S12000050,1074,2,1,2,1,3,2,3,2,1,0
S01011619,S02002180,S08000032,S37000035,S12000050,4937,7,4,8,4,9,5,9,5,0,0
S01011620,S02002181,S08000032,S37000035,S12000050,5463,8,4,9,5,9,5,9,5,0,0
S01011621,S02002181,S08000032,S37000035,S12000050,3385,5,3,7,4,7,4,7,4,0,0
S01011622,S02002181,S08000032,S37000035,S12000050,5140,8,4,9,5,9,5,9,5,0,0
S01011623,S02002181,S08000032,S37000035,S12000050,1873,3,2,4,2,5,3,5,3,0,0
S01011624,S02002181,S08000032,S37000035,S12000050,2341,4,2,5,3,6,3,6,3,0,0
S01011625,S02002182,S08000032,S37000035,S12000050,1614,3,2,4,2,4,2,4,2,0,0
S01011626,S02002182,S08000032,S37000035,S12000050,5855,9,5,10,5,10,5,10,5,0,0
S01011627,S02002182,S08000032,S37000035,S12000050,5476,8,4,9,5,9,5,9,5,0,0
S01011628,S02002182,S08000032,S37000035,S12000050,4992,8,4,8,4,9,5,9,5,0,0
S01011629,S02002182,S08000032,S37000035,S12000050,1625,3,2,4,2,4,2,4,2,0,0
S01011630,S02002183,S08000032,S37000035,S12000050,1378,2,1,3,2,4,2,4,2,0,0
S01011631,S02002183,S08000032,S37000035,S12000050,362,1,1,1,1,1,1,1,1,1,0
S01011632,S02002183,S08000032,S37000035,S12000050,648,1,1,2,1,2,1,2,1,1,0
S01011633,S02002183,S08000032,S37000035,S12000050,955,2,1,2,1,3,2,3,2,1,0
S01011634,S02002183,S08000032,S37000035,S12000050,840,2,1,2,1,2,1,2,1,1,0
S01011635,S02002183,S08000032,S37000035,S12000050,908,2,1,2,1,2,1,2,1,1,0
S01011636,S02002184,S08000032,S37000035,S12000050,622,1,1,1,1,2,1,2,1,1,0
S01011637,S02002184,S08000032,S37000035,S12000050,945,2,1,2,1,3,2,3,2,1,0
S01011638,S02002184,S08000032,S37000035,S12000050,2046,3,2,4,2,5,3,5,3,0,0
S01011639,S02002184,S08000032,S37000035,S12000050,836,2,1,2,1,2,1,2,1,1,0
S01011640,S02002184,S08000032,S37000035,S12000050,1147,2,1,3,2,3,2,3,2,0,0
S01011641,S02002185,S08000032,S37000035,S12000050,5784,9,5,9,5,10,5,10,5,0,0
S01011642,S02002185,S08000032,S37000035,S12000050,3243,5,3,6,3,7,4,7,4,0,0
S01011643,S02002185,S08000032,S37000035,S12000050,4202,6,3,7,4,8,4,8,4,0,0
S01011644,S02002185,S08000032,S37000035,S12000050,3670,6,3,7,4,7,4,7,4,0,0
S01011645,S02002185,S08000032,S37000035,S12000050,2521,4,2,5,3,6,3,6,3,0,0
S01011646,S02002185,S08000032,S37000035,S12000050,5863,9,5,10,5,10,5,10,5,0,0
S01011647,S02002185,S08000032,S37000035,S12000050,4825,7,4,8,4,9,5,9,5,0,0
S01011648,S02002186,S08000032,S37000035,S12000050,3105,5,3,6,3,7,4,7,4,0,0
S01011649,S02002186,S08000032,S37000035,S12000050,1783,3,2,4,2,5,3,5,3,0,0
S01011650,S02002186,S08000032,S37000035,S12000050,2399,4,2,5,3,6,3,6,3,0,0
S01011651,S02002186,S08000032,S37000035,S12000050,3318,5,3,6,3,7,4,7,4,0,0
S01011652,S02002186,S08000032,S37000035,S12000050,3552,5,3,7,4,7,4,7,4,0,0
S01011653,S02002186,S08000032,S37000035,S12000050,1435,3,2,3,2,4,2,4,2,0,0
S01011654,S02002186,S08000032,S37000035,S12000050,1058,2,1,2,1,3,2,3,2,1,0
S01011655,S02002187,S08000032,S37000035,S12000050,317,1,1,1,1,1,1,1,1,1,0
S01011656,S02002187,S08000032,S37000035,S12000050,100,1,1,1,1,1,1,1,1,1,0
S01011657,S02002187,S08000032,S37000035,S12000050,129,1,1,1,1,1,1,1,1,1,0
S01011658,S02002187,S08000032,S37000035,S12000050,1029,2,1,2,1,3,2,3,2,1,0
S01011659,S02002187,S08000032,S37000035,S12000050,1076,2,1,2,1,3,2,3,2,0,0
S01011660,S02002187,S08000032,S37000035,S12000050,4000,6,3,7,4,8,4,8,4,0,0
S01011661,S02002187,S08000032,S37000035,S12000050,1303,2,1,3,2,3,2,3,2,0,0
S01011662,S02002187,S08000032,S37000035,S12000050,4672,7,4,8,4,8,4,8,4,0,0
S01011663,S02002188,S08000032,S37000035,S12000050,377,1,1,1,1,1,1,1,1,1,0
S01011664,S02002188,S08000032,S37000035,S12000050,786,2,1,2,1,2,1,2,1,1,0
S01011665,S02002188,S08000032,S37000035,S12000050,649,1,1,2,1,2,1,2,1,1,0
S01011666,S02002188,S08000032,S37000035,S12000050,376,1,1,1,1,1,1,1,1,1,0
S01011667,S02002188,S08000032,S37000035,S12000050,795,2,1,2,1,2,1,2,1,1,0
S01011668,S02002188,S08000032,S37000035,S12000050,371,1,1,1,1,1,1,1,1,1,0
S01011669,S02002189,S08000032,S37000035,S12000050,3933,6,3,7,4,8,4,8,4,0,0
S01011670,S02002189,S08000032,S37000035,S12000050,1176,2,1,3,2,3,2,3,2,0,0
S01011671,S02002189,S08000032,S37000035,S12000050,3365,5,3,6,3,7,4,7,4,0,0
S01011672,S02002189,S08000032,S37000035,S12000050,2314,4,2,5,3,6,3,6,3,0,0
S01011673,S02002189,S08000032,S37000035,S12000050,686,1,1,2,1,2,1,2,1,1,0
S01011674,S02002189,S08000032,S37000035,S12000050,3277,5,3,6,3,7,4,7,4,0,0
S01011675,S02002190,S08000032,S37000035,S12000050,1003,2,1,2,1,3,2,3,2,1,0
S01011676,S02002190,S08000032,S37000035,S12000050,806,2,1,2,1,2,1,2,1,1,0
S01011677,S02002190,S08000032,S37000035,S12000050,1994,3,2,4,2,5,3,5,3,0,0
S01011678,S02002190,S08000032,S37000035,S12000050,505,1,1,1,1,1,1,1,1,1,0
S01011679,S02002190,S08000032,S37000035,S12000050,4636,7,4,8,4,8,4,8,4,0,0
S01011680,S02002190,S08000032,S37000035,S12000050,604,1,1,1,1,2,1,2,1,1,0
S01011681,S02002190,S08000032,S37000035,S12000050,1894,3,2,4,2,5,3,5,3,0,0
S01011682,S02002190,S08000032,S37000035,S12000050,1092,2,1,2,1,3,2,3,2,0,0
S01011683,S02002191,S08000032,S37000035,S12000050,2589,4,2,5,3,6,3,6,3,0,0
S01011684,S02002191,S08000032,S37000035,S12000050,2804,4,2,6,3,6,3,6,3,0,0
S01011685,S02002191,S08000032,S37000035,S12000050,4592,7,4,8,4,8,4,8,4,0,0
S01011686,S02002191,S08000032,S37000035,S12000050,4681,7,4,8,4,9,5,9,5,0,0
S01011687,S02002191,S08000032,S37000035,S12000050,1801,3,2,4,2,5,3,5,3,0,0
S01011688,S02002191,S08000032,S37000035,S12000050,3622,6,3,7,4,7,4,7,4,0,0
S01011689,S02002192,S08000032,S37000035,S12000050,5075,8,4,8,4,9,5,9,5,0,0
S01011690,S02002192,S08000032,S37000035,S12000050,3843,6,3,7,4,8,4,8,4,0,0
S01011691,S02002192,S08000032,S37000035,S12000050,4891,7,4,8,4,9,5,9,5,0,0
S01011692,S02002192,S08000032,S37000035,S12000050,1498,3,2,3,2,4,2,4,2,0,0
S01011693,S02002192,S08000032,S37000035,S12000050,4241,6,3,7,4,8,4,8,4,0,0
S01011694,S02002192,S08000032,S37000035,S12000050,4439,7,4,8,4,8,4,8,4,0,0
S01011695,S02002192,S08000032,S37000035,S12000050,4458,7,4,8,4,8,4,8,4,0,0
S01011696,S02002193,S08000032,S37000035,S12000050,5875,9,5,10,5,10,5,10,5,0,0
S01011697,S02002193,S08000032,S37000035,S12000050,4234,6,3,7,4,8,4,8,4,0,0
S01011698,S02002193,S08000032,S37000035,S12000050,2652,4,2,5,3,6,3,6,3,0,0
S01011699,S02002193,S08000032,S37000035,S12000050,4949,7,4,8,4,9,5,9,5,0,0
S01011700,S02002193,S08000032,S37000035,S12000050,2441,4,2,5,3,6,3,6,3,0,0
S01011701,S02002194,S08000032,S37000035,S12000050,5600,8,4,9,5,9,5,9,5,0,0
S01011702,S02002194,S08000032,S37000035,S12000050,4388,7,4,8,4,8,4,8,4,0,0
S01011703,S02002194,S08000032,S37000035,S12000050,5643,9,5,9,5,9,5,9,5,0,0
S01011704,S02002195,S08000032,S37000035,S12000050,5938,9,5,10,5,10,5,10,5,0,0
S01011705,S02002195,S08000032,S37000035,S12000050,1858,3,2,4,2,5,3,5,3,0,0
S01011706,S02002195,S08000032,S37000035,S12000050,2782,4,2,6,3,6,3,6,3,0,0
S01011707,S02002195,S08000032,S37000035,S12000050,5764,9,5,9,5,10,5,10,5,0,0
S01011708,S02002195,S08000032,S37000035,S12000050,2325,4,2,5,3,6,3,6,3,0,0
S01011709,S02002196,S08000032,S37000035,S12000050,3743,6,3,7,4,8,4,8,4,0,0
S01011710,S02002196,S08000032,S37000035,S12000050,1101,2,1,3,2,3,2,3,2,0,0
S01011711,S02002196,S08000032,S37000035,S12000050,834,2,1,2,1,2,1,2,1,1,0
S01011712,S02002196,S08000032,S37000035,S12000050,1811,3,2,4,2,5,3,5,3,0,0
S01011713,S02002196,S08000032,S37000035,S12000050,2813,4,2,6,3,6,3,6,3,0,0
S01011714,S02002197,S08000032,S37000035,S12000050,5405,8,4,9,5,9,5,9,5,0,0
