DataZone,IntZone,HB,HSCP,CA,SIMD2020V2Rank,SIMD2020V2CountryDecile,SIMD2020V2CountryQuintile,SIMD2020V2HBDecile,SIMD2020V2HBQuintile,SIMD2020V2HSCPDecile,SIMD2020V2HSCPQuintile,SIMD2020V2CADecile,SIMD2020V2CAQuintile,SIMD2020V2Most15pc,SIMD2020V2Least15pc
S01010734,S02002020,S08000022,S37000016,S12000017,905,2,1,1,1,1,1,1,1,1,0
S01010735,S02002020,S08000022,S37000016,S12000017,628,1,1,1,1,1,1,1,1,1,0
S01010736,S02002020,S08000022,S37000016,S12000017,6517,10,5,10,5,10,5,10,5,0,1
S01010737,S02002020,S08000022,S37000016,S12000017,2224,4,2,2,1,2,1,2,1,0,0
S01010738,S02002020,S08000022,S37000016,S12000017,3275,5,3,4,2,4,2,4,2,0,0
S01010739,S02002020,S08000022,S37000016,S12000017,2387,4,2,2,1,3,2,3,2,0,0
S01010740,S02002021,S08000022,S37000016,S12000017,216,1,1,1,1,1,1,1,1,1,0
S01010741,S02002021,S08000022,S37000016,S12000017,3700,6,3,5,3,5,3,5,3,0,0
S01010742,S02002021,S08000022,S37000016,S12000017,2162,4,2,2,1,2,1,2,1,0,0
S01010743,S02002021,S08000022,S37000016,S12000017,1099,2,1,1,1,1,1,1,1,0,0
S01010744,S02002021,S08000022,S37000016,S12000017,3547,5,3,5,3,5,3,5,3,0,0
S01010745,S02002021,S08000022,S37000016,S12000017,1540,3,2,2,1,2,1,2,1,0,0
S01010746,S02002022,S08000022,S37000016,S12000017,3475,5,3,5,3,5,3,5,3,0,0
S01010747,S02002022,S08000022,S37000016,S12000017,1369,2,1,1,1,1,1,1,1,0,0
S01010748,S02002022,S08000022,S37000016,S12000017,3472,5,3,5,3,5,3,5,3,0,0
S01010749,S02002022,S08000022,S37000016,S12000017,3801,6,3,5,3,5,3,5,3,0,0
S01010750,S02002022,S08000022,S37000016,S12000017,2890,5,3,3,2,3,2,3,2,0,0
S01010751,S02002022,S08000022,S37000016,S12000017,689,1,1,1,1,1,1,1,1,1,0
S01010752,S02002023,S08000022,S37000016,S12000017,2818,4,2,3,2,3,2,3,2,0,0
S01010753,S02002023,S08000022,S37000016,S12000017,1604,3,2,2,1,2,1,2,1,0,0
S01010754,S02002023,S08000022,S37000016,S12000017,1926,3,2,2,1,2,1,2,1,0,0
S01010755,S02002023,S08000022,S37000016,S12000017,4058,6,3,6,3,6,3,6,3,0,0
S01010756,S02002023,S08000022,S37000016,S12000017,5151,8,4,9,5,9,5,9,5,0,0
S01010757,S02002024,S08000022,S37000016,S12000017,3104,5,3,4,2,4,2,4,2,0,0
S01010758,S02002024,S08000022,S37000016,S12000017,4470,7,4,7,4,7,4,7,4,0,0
S01010759,S02002024,S08000022,S37000016,S12000017,3035,5,3,3,2,4,2,4,2,0,0
S01010760,S02002024,S08000022,S37000016,S12000017,4650,7,4,8,4,8,4,8,4,0,0
S01010761,S02002024,S08000022,S37000016,S12000017,4277,7,4,7,4,7,4,7,4,0,0
S01010762,S02002024,S08000022,S37000016,S12000017,3465,5,3,5,3,5,3,5,3,0,0
S01010763,S02002024,S08000022,S37000016,S12000017,3122,5,3,4,2,4,2,4,2,0,0
S01010764,S02002024,S08000022,S37000016,S12000017,3781,6,3,5,3,5,3,5,3,0,0
S01010765,S02002024,S08000022,S37000016,S12000017,3194,5,3,4,2,4,2,4,2,0,0
S01010766,S02002025,S08000022,S37000016,S12000017,4025,6,3,6,3,6,3,6,3,0,0
S01010767,S02002025,S08000022,S37000016,S12000017,2220,4,2,2,1,2,1,2,1,0,0
S01010768,S02002025,S08000022,S37000016,S12000017,3021,5,3,3,2,3,2,3,2,0,0
S01010769,S02002025,S08000022,S37000016,S12000017,4095,6,3,7,4,6,3,6,3,0,0
S01010770,S02002025,S08000022,S37000016,S12000017,2347,4,2,2,1,2,1,2,1,0,0
S01010771,S02002025,S08000022,S37000016,S12000017,2216,4,2,2,1,2,1,2,1,0,0
S01010772,S02002026,S08000022,S37000016,S12000017,2298,4,2,2,1,2,1,2,1,0,0
S01010773,S02002026,S08000022,S37000016,S12000017,2916,5,3,3,2,3,2,3,2,0,0
S01010774,S02002026,S08000022,S37000016,S12000017,1416,2,1,1,1,1,1,1,1,0,0
S01010775,S02002026,S08000022,S37000016,S12000017,4929,7,4,9,5,9,5,9,5,0,0
S01010776,S02002027,S08000022,S37000016,S12000017,2845,4,2,3,2,3,2,3,2,0,0
S01010777,S02002027,S08000022,S37000016,S12000017,912,2,1,1,1,1,1,1,1,1,0
S01010778,S02002027,S08000022,S37000016,S12000017,215,1,1,1,1,1,1,1,1,1,0
S01010779,S02002027,S08000022,S37000016,S12000017,1004,2,1,1,1,1,1,1,1,1,0
S01010780,S02002027,S08000022,S37000016,S12000017,2649,4,2,3,2,3,2,3,2,0,0
S01010781,S02002027,S08000022,S37000016,S12000017,4452,7,4,7,4,7,4,7,4,0,0
S01010782,S02002028,S08000022,S37000016,S12000017,1555,3,2,2,1,2,1,2,1,0,0
S01010783,S02002028,S08000022,S37000016,S12000017,1976,3,2,2,1,2,1,2,1,0,0
S01010784,S02002028,S08000022,S37000016,S12000017,659,1,1,1,1,1,1,1,1,1,0
S01010785,S02002028,S08000022,S37000016,S12000017,4974,8,4,9,5,9,5,9,5,0,0
S01010786,S02002028,S08000022,S37000016,S12000017,4032,6,3,6,3,6,3,6,3,0,0
S01010787,S02002029,S08000022,S37000016,S12000017,2933,5,3,3,2,3,2,3,2,0,0
S01010788,S02002029,S08000022,S37000016,S12000017,4037,6,3,6,3,6,3,6,3,0,0
S01010789,S02002029,S08000022,S37000016,S12000017,2904,5,3,3,2,3,2,3,2,0,0
S01010790,S02002029,S08000022,S37000016,S12000017,3110,5,3,4,2,4,2,4,2,0,0
S01010791,S02002029,S08000022,S37000016,S12000017,4060,6,3,6,3,6,3,6,3,0,0
S01010792,S02002030,S08000022,S37000016,S12000017,1838,3,2,2,1,2,1,2,1,0,0
S01010793,S02002030,S08000022,S37000016,S12000017,4391,7,4,7,4,7,4,7,4,0,0
S01010794,S02002030,S08000022,S37000016,S12000017,3376,5,3,4,2,4,2,4,2,0,0
S01010795,S02002030,S08000022,S37000016,S12000017,4677,7,4,8,4,8,4,8,4,0,0
S01010796,S02002030,S08000022,S37000016,S12000017,3994,6,3,6,3,6,3,6,3,0,0
S01010797,S02002030,S08000022,S37000016,S12000017,4771,7,4,8,4,8,4,8,4,0,0
S01010798,S02002030,S08000022,S37000016,S12000017,3528,5,3,5,3,5,3,5,3,0,0
S01010799,S02002031,S08000022,S37000016,S12000017,2601,4,2,3,2,3,2,3,2,0,0
S01010800,S02002031,S08000022,S37000016,S12000017,2838,4,2,3,2,3,2,3,2,0,0
S01010801,S02002031,S08000022,S37000016,S12000017,2334,4,2,2,1,2,1,2,1,0,0
S01010802,S02002031,S08000022,S37000016,S12000017,3084,5,3,4,2,4,2,4,2,0,0
S01010803,S02002032,S08000022,S37000016,S12000017,1439,3,2,1,1,2,1,2,1,0,0
S01010804,S02002032,S08000022,S37000016,S12000017,5163,8,4,9,5,9,5,9,5,0,0
S01010805,S02002032,S08000022,S37000016,S12000017,4702,7,4,8,4,8,4,8,4,0,0
S01010806,S02002032,S08000022,S37000016,S12000017,1422,2,1,1,1,1,1,1,1,0,0
S01010807,S02002032,S08000022,S37000016,S12000017,3853,6,3,6,3,6,3,6,3,0,0
S01010808,S02002032,S08000022,S37000016,S12000017,4734,7,4,8,4,8,4,8,4,0,0
S01010809,S02002032,S08000022,S37000016,S12000017,5175,8,4,9,5,9,5,9,5,0,0
S01010810,S02002033,S08000022,S37000016,S12000017,3147,5,3,4,2,4,2,4,2,0,0
S01010811,S02002033,S08000022,S37000016,S12000017,3491,5,3,5,3,5,3,5,3,0,0
S01010812,S02002033,S08000022,S37000016,S12000017,2869,5,3,3,2,3,2,3,2,0,0
S01010813,S02002033,S08000022,S37000016,S12000017,2660,4,2,3,2,3,2,3,2,0,0
S01010814,S02002033,S08000022,S37000016,S12000017,3052,5,3,4,2,4,2,4,2,0,0
S01010815,S02002033,S08000022,S37000016,S12000017,3678,6,3,5,3,5,3,5,3,0,0
S01010816,S02002034,S08000031,S37000017,S12000018,6637,10,5,10,5,10,5,10,5,0,1
S01010817,S02002034,S08000031,S37000017,S12000018,6025,9,5,9,5,10,5,10,5,0,1
S01010818,S02002034,S08000031,S37000017,S12000018,6109,9,5,9,5,10,5,10,5,0,1
S01010819,S02002035,S08000031,S37000017,S12000018,4101,6,3,7,4,7,4,7,4,0,0
S01010820,S02002035,S08000031,S37000017,S12000018,3986,6,3,7,4,7,4,7,4,0,0
S01010821,S02002035,S08000031,S37000017,S12000018,6884,10,5,10,5,10,5,10,5,0,1
S01010822,S02002035,S08000031,S37000017,S12000018,3050,5,3,6,3,7,4,7,4,0,0
S01010823,S02002035,S08000031,S37000017,S12000018,4238,6,3,7,4,8,4,8,4,0,0
S01010824,S02002036,S08000031,S37000017,S12000018,5555,8,4,8,4,9,5,9,5,0,0
S01010825,S02002036,S08000031,S37000017,S12000018,5620,8,4,8,4,9,5,9,5,0,0
S01010826,S02002036,S08000031,S37000017,S12000018,5271,8,4,8,4,9,5,9,5,0,0
S01010827,S02002036,S08000031,S37000017,S12000018,5700,9,5,9,5,9,5,9,5,0,0
S01010828,S02002036,S08000031,S37000017,S12000018,5765,9,5,9,5,9,5,9,5,0,0
S01010829,S02002036,S08000031,S37000017,S12000018,4008,6,3,7,4,7,4,7,4,0,0
S01010830,S02002036,S08000031,S37000017,S12000018,4467,7,4,7,4,8,4,8,4,0,0
S01010831,S02002036,S08000031,S37000017,S12000018,5733,9,5,9,5,9,5,9,5,0,0
S01010832,S02002037,S08000031,S37000017,S12000018,3625,6,3,7,4,7,4,7,4,0,0
S01010833,S02002037,S08000031,S37000017,S12000018,5473,8,4,8,4,9,5,9,5,0,0
S01010834,S02002037,S08000031,S37000017,S12000018,5400,8,4,8,4,9,5,9,5,0,0
S01010835,S02002037,S08000031,S37000017,S12000018,5794,9,5,9,5,10,5,10,5,0,0
S01010836,S02002038,S08000031,S37000017,S12000018,5892,9,5,9,5,10,5,10,5,0,0
S01010837,S02002038,S08000031,S37000017,S12000018,3867,6,3,7,4,7,4,7,4,0,0
S01010838,S02002038,S08000031,S37000017,S12000018,4399,7,4,7,4,8,4,8,4,0,0
S01010839,S02002038,S08000031,S37000017,S12000018,4533,7,4,7,4,8,4,8,4,0,0
S01010840,S02002038,S08000031,S37000017,S12000018,3871,6,3,7,4,7,4,7,4,0,0
S01010841,S02002038,S08000031,S37000017,S12000018,4438,7,4,7,4,8,4,8,4,0,0
S01010842,S02002039,S08000031,S37000017,S12000018,497,1,1,2,1,3,2,3,2,1,0
S01010843,S02002039,S08000031,S37000017,S12000018,1335,2,1,4,2,5,3,5,3,0,0
S01010844,S02002039,S08000031,S37000017,S12000018,5942,9,5,9,5,10,5,10,5,0,0
S01010845,S02002039,S08000031,S37000017,S12000018,4210,6,3,7,4,8,4,8,4,0,0
S01010846,S02002039,S08000031,S37000017,S12000018,1982,3,2,5,3,5,3,5,3,0,0
S01010847,S02002039,S08000031,S37000017,S12000018,5667,9,5,9,5,9,5,9,5,0,0
S01010848,S02002040,S08000031,S37000017,S12000018,630,1,1,2,1,3,2,3,2,1,0
S01010849,S02002040,S08000031,S37000017,S12000018,493,1,1,2,1,3,2,3,2,1,0
S01010850,S02002040,S08000031,S37000017,S12000018,652,1,1,3,2,3,2,3,2,1,0
S01010851,S02002040,S08000031,S37000017,S12000018,613,1,1,2,1,3,2,3,2,1,0
S01010852,S02002040,S08000031,S37000017,S12000018,1966,3,2,5,3,5,3,5,3,0,0
S01010853,S02002040,S08000031,S37000017,S12000018,2109,3,2,5,3,6,3,6,3,0,0
S01010854,S02002040,S08000031,S37000017,S12000018,644,1,1,2,1,3,2,3,2,1,0
S01010855,S02002040,S08000031,S37000017,S12000018,1499,3,2,4,2,5,3,5,3,0,0
S01010856,S02002041,S08000031,S37000017,S12000018,747,2,1,3,2,4,2,4,2,1,0
S01010857,S02002041,S08000031,S37000017,S12000018,3033,5,3,6,3,6,3,6,3,0,0
S01010858,S02002041,S08000031,S37000017,S12000018,1002,2,1,3,2,4,2,4,2,1,0
S01010859,S02002041,S08000031,S37000017,S12000018,562,1,1,2,1,3,2,3,2,1,0
S01010860,S02002041,S08000031,S37000017,S12000018,2038,3,2,5,3,6,3,6,3,0,0
S01010861,S02002041,S08000031,S37000017,S12000018,374,1,1,2,1,2,1,2,1,1,0
S01010862,S02002041,S08000031,S37000017,S12000018,17,1,1,1,1,1,1,1,1,1,0
S01010863,S02002042,S08000031,S37000017,S12000018,4495,7,4,7,4,8,4,8,4,0,0
S01010864,S02002042,S08000031,S37000017,S12000018,6159,9,5,9,5,10,5,10,5,0,1
S01010865,S02002042,S08000031,S37000017,S12000018,5978,9,5,9,5,10,5,10,5,0,1
S01010866,S02002042,S08000031,S37000017,S12000018,3963,6,3,7,4,7,4,7,4,0,0
S01010867,S02002042,S08000031,S37000017,S12000018,5698,9,5,9,5,9,5,9,5,0,0
S01010868,S02002042,S08000031,S37000017,S12000018,3748,6,3,7,4,7,4,7,4,0,0
S01010869,S02002042,S08000031,S37000017,S12000018,6498,10,5,10,5,10,5,10,5,0,1
S01010870,S02002043,S08000031,S37000017,S12000018,4727,7,4,8,4,8,4,8,4,0,0
S01010871,S02002043,S08000031,S37000017,S12000018,4584,7,4,7,4,8,4,8,4,0,0
S01010872,S02002043,S08000031,S37000017,S12000018,2005,3,2,5,3,5,3,5,3,0,0
S01010873,S02002043,S08000031,S37000017,S12000018,101,1,1,1,1,1,1,1,1,1,0
S01010874,S02002043,S08000031,S37000017,S12000018,5101,8,4,8,4,8,4,8,4,0,0
S01010875,S02002043,S08000031,S37000017,S12000018,2485,4,2,5,3,6,3,6,3,0,0
S01010876,S02002043,S08000031,S37000017,S12000018,1409,2,1,4,2,5,3,5,3,0,0
S01010877,S02002043,S08000031,S37000017,S12000018,1829,3,2,4,2,5,3,5,3,0,0
S01010878,S02002044,S08000031,S37000017,S12000018,2534,4,2,5,3,6,3,6,3,0,0
S01010879,S02002044,S08000031,S37000017,S12000018,3060,5,3,6,3,7,4,7,4,0,0
S01010880,S02002044,S08000031,S37000017,S12000018,226,1,1,1,1,1,1,1,1,1,0
S01010881,S02002044,S08000031,S37000017,S12000018,2935,5,3,6,3,6,3,6,3,0,0
S01010882,S02002044,S08000031,S37000017,S12000018,4625,7,4,7,4,8,4,8,4,0,0
S01010883,S02002044,S08000031,S37000017,S12000018,3495,5,3,6,3,7,4,7,4,0,0
S01010884,S02002045,S08000031,S37000017,S12000018,304,1,1,2,1,2,1,2,1,1,0
S01010885,S02002045,S08000031,S37000017,S12000018,133,1,1,1,1,1,1,1,1,1,0
S01010886,S02002045,S08000031,S37000017,S12000018,1319,2,1,4,2,5,3,5,3,0,0
S01010887,S02002045,S08000031,S37000017,S12000018,407,1,1,2,1,2,1,2,1,1,0
S01010888,S02002045,S08000031,S37000017,S12000018,676,1,1,3,2,3,2,3,2,1,0
S01010889,S02002045,S08000031,S37000017,S12000018,206,1,1,1,1,1,1,1,1,1,0
S01010890,S02002046,S08000031,S37000017,S12000018,94,1,1,1,1,1,1,1,1,1,0
S01010891,S02002046,S08000031,S37000017,S12000018,1,1,1,1,1,1,1,1,1,1,0
S01010892,S02002046,S08000031,S37000017,S12000018,289,1,1,1,1,2,1,2,1,1,0
S01010893,S02002046,S08000031,S37000017,S12000018,19,1,1,1,1,1,1,1,1,1,0
S01010894,S02002046,S08000031,S37000017,S12000018,580,1,1,2,1,3,2,3,2,1,0
S01010895,S02002046,S08000031,S37000017,S12000018,218,1,1,1,1,1,1,1,1,1,0
S01010896,S02002046,S08000031,S37000017,S12000018,311,1,1,2,1,2,1,2,1,1,0
S01010897,S02002046,S08000031,S37000017,S12000018,267,1,1,1,1,1,1,1,1,1,0
S01010898,S02002047,S08000031,S37000017,S12000018,290,1,1,2,1,2,1,2,1,1,0
S01010899,S02002047,S08000031,S37000017,S12000018,2425,4,2,5,3,6,3,6,3,0,0
S01010900,S02002047,S08000031,S37000017,S12000018,368,1,1,2,1,2,1,2,1,1,0
S01010901,S02002047,S08000031,S37000017,S12000018,156,1,1,1,1,1,1,1,1,1,0
S01010902,S02002047,S08000031,S37000017,S12000018,1179,2,1,4,2,4,2,4,2,0,0
S01010903,S02002047,S08000031,S37000017,S12000018,51,1,1,1,1,1,1,1,1,1,0
S01010904,S02002047,S08000031,S37000017,S12000018,57,1,1,1,1,1,1,1,1,1,0
S01010905,S02002047,S08000031,S37000017,S12000018,2311,4,2,5,3,6,3,6,3,0,0
S01010906,S02002047,S08000031,S37000017,S12000018,1191,2,1,4,2,4,2,4,2,0,0
S01010907,S02002048,S08000031,S37000017,S12000018,6180,9,5,9,5,10,5,10,5,0,1
S01010908,S02002048,S08000031,S37000017,S12000018,1229,2,1,4,2,5,3,5,3,0,0
S01010909,S02002048,S08000031,S37000017,S12000018,4275,7,4,7,4,8,4,8,4,0,0
S01010910,S02002048,S08000031,S37000017,S12000018,184,1,1,1,1,1,1,1,1,1,0
S01010911,S02002048,S08000031,S37000017,S12000018,346,1,1,2,1,2,1,2,1,1,0
S01010912,S02002048,S08000031,S37000017,S12000018,279,1,1,1,1,2,1,2,1,1,0
S01010913,S02002048,S08000031,S37000017,S12000018,2703,4,2,6,3,6,3,6,3,0,0
S01010914,S02002048,S08000031,S37000017,S12000018,2951,5,3,6,3,6,3,6,3,0,0
S01010915,S02002048,S08000031,S37000017,S12000018,2752,4,2,6,3,6,3,6,3,0,0
S01010916,S02002049,S08000031,S37000017,S12000018,293,1,1,2,1,2,1,2,1,1,0
S01010917,S02002049,S08000031,S37000017,S12000018,1148,2,1,3,2,4,2,4,2,0,0
S01010918,S02002049,S08000031,S37000017,S12000018,1519,3,2,4,2,5,3,5,3,0,0
S01010919,S02002049,S08000031,S37000017,S12000018,1235,2,1,4,2,5,3,5,3,0,0
S01010920,S02002049,S08000031,S37000017,S12000018,403,1,1,2,1,2,1,2,1,1,0
S01010921,S02002049,S08000031,S37000017,S12000018,808,2,1,3,2,4,2,4,2,1,0
S01010922,S02002049,S08000031,S37000017,S12000018,423,1,1,2,1,2,1,2,1,1,0
S01010923,S02002050,S08000031,S37000017,S12000018,1155,2,1,4,2,4,2,4,2,0,0
S01010924,S02002050,S08000031,S37000017,S12000018,1194,2,1,4,2,4,2,4,2,0,0
S01010925,S02002050,S08000031,S37000017,S12000018,969,2,1,3,2,4,2,4,2,1,0
S01010926,S02002050,S08000031,S37000017,S12000018,773,2,1,3,2,4,2,4,2,1,0
S01010927,S02002050,S08000031,S37000017,S12000018,1452,3,2,4,2,5,3,5,3,0,0
S01010928,S02002050,S08000031,S37000017,S12000018,823,2,1,3,2,4,2,4,2,1,0
S01010929,S02002050,S08000031,S37000017,S12000018,638,1,1,2,1,3,2,3,2,1,0
S01010930,S02002051,S08000024,S37000018,S12000019,5436,8,4,7,4,9,5,9,5,0,0
S01010931,S02002051,S08000024,S37000018,S12000019,4922,7,4,6,3,8,4,8,4,0,0
S01010932,S02002051,S08000024,S37000018,S12000019,2112,3,2,3,2,3,2,3,2,0,0
S01010933,S02002051,S08000024,S37000018,S12000019,4208,6,3,5,3,7,4,7,4,0,0
S01010934,S02002052,S08000024,S37000018,S12000019,5902,9,5,8,4,10,5,10,5,0,0
S01010935,S02002052,S08000024,S37000018,S12000019,5208,8,4,7,4,9,5,9,5,0,0
S01010936,S02002052,S08000024,S37000018,S12000019,1906,3,2,2,1,3,2,3,2,0,0
S01010937,S02002052,S08000024,S37000018,S12000019,5540,8,4,7,4,9,5,9,5,0,0
S01010938,S02002052,S08000024,S37000018,S12000019,1489,3,2,2,1,2,1,2,1,0,0
S01010939,S02002053,S08000024,S37000018,S12000019,4544,7,4,6,3,8,4,8,4,0,0
S01010940,S02002053,S08000024,S37000018,S12000019,6684,10,5,9,5,10,5,10,5,0,1
S01010941,S02002053,S08000024,S37000018,S12000019,6129,9,5,8,4,10,5,10,5,0,1
S01010942,S02002053,S08000024,S37000018,S12000019,6578,10,5,9,5,10,5,10,5,0,1
S01010943,S02002053,S08000024,S37000018,S12000019,2603,4,2,3,2,4,2,4,2,0,0
S01010944,S02002053,S08000024,S37000018,S12000019,1442,3,2,2,1,1,1,1,1,0,0
S01010945,S02002054,S08000024,S37000018,S12000019,2094,3,2,3,2,3,2,3,2,0,0
S01010946,S02002054,S08000024,S37000018,S12000019,1914,3,2,2,1,3,2,3,2,0,0
S01010947,S02002054,S08000024,S37000018,S12000019,2483,4,2,3,2,4,2,4,2,0,0
S01010948,S02002054,S08000024,S37000018,S12000019,2676,4,2,4,2,5,3,5,3,0,0
S01010949,S02002055,S08000024,S37000018,S12000019,5885,9,5,8,4,9,5,9,5,0,0
S01010950,S02002055,S08000024,S37000018,S12000019,3462,5,3,4,2,6,3,6,3,0,0
S01010951,S02002055,S08000024,S37000018,S12000019,3735,6,3,5,3,6,3,6,3,0,0
S01010952,S02002055,S08000024,S37000018,S12000019,4125,6,3,5,3,7,4,7,4,0,0
S01010953,S02002055,S08000024,S37000018,S12000019,4010,6,3,5,3,7,4,7,4,0,0
S01010954,S02002056,S08000024,S37000018,S12000019,5553,8,4,7,4,9,5,9,5,0,0
S01010955,S02002056,S08000024,S37000018,S12000019,5656,9,5,7,4,9,5,9,5,0,0
S01010956,S02002056,S08000024,S37000018,S12000019,4828,7,4,6,3,8,4,8,4,0,0
S01010957,S02002057,S08000024,S37000018,S12000019,6232,9,5,8,4,10,5,10,5,0,1
S01010958,S02002057,S08000024,S37000018,S12000019,4614,7,4,6,3,8,4,8,4,0,0
S01010959,S02002057,S08000024,S37000018,S12000019,4408,7,4,6,3,7,4,7,4,0,0
S01010960,S02002057,S08000024,S37000018,S12000019,2567,4,2,3,2,4,2,4,2,0,0
S01010961,S02002057,S08000024,S37000018,S12000019,2499,4,2,3,2,4,2,4,2,0,0
S01010962,S02002058,S08000024,S37000018,S12000019,2811,4,2,4,2,5,3,5,3,0,0
S01010963,S02002058,S08000024,S37000018,S12000019,3755,6,3,5,3,6,3,6,3,0,0
S01010964,S02002058,S08000024,S37000018,S12000019,3832,6,3,5,3,6,3,6,3,0,0
S01010965,S02002058,S08000024,S37000018,S12000019,1156,2,1,1,1,1,1,1,1,0,0
S01010966,S02002059,S08000024,S37000018,S12000019,2938,5,3,4,2,5,3,5,3,0,0
S01010967,S02002059,S08000024,S37000018,S12000019,2201,4,2,3,2,3,2,3,2,0,0
S01010968,S02002059,S08000024,S37000018,S12000019,3903,6,3,5,3,7,4,7,4,0,0
S01010969,S02002059,S08000024,S37000018,S12000019,2807,4,2,4,2,5,3,5,3,0,0
S01010970,S02002059,S08000024,S37000018,S12000019,3502,5,3,4,2,6,3,6,3,0,0
S01010971,S02002060,S08000024,S37000018,S12000019,4492,7,4,6,3,7,4,7,4,0,0
S01010972,S02002060,S08000024,S37000018,S12000019,1557,3,2,2,1,2,1,2,1,0,0
S01010973,S02002060,S08000024,S37000018,S12000019,3845,6,3,5,3,6,3,6,3,0,0
S01010974,S02002060,S08000024,S37000018,S12000019,1969,3,2,2,1,3,2,3,2,0,0
S01010975,S02002060,S08000024,S37000018,S12000019,1689,3,2,2,1,2,1,2,1,0,0
S01010976,S02002060,S08000024,S37000018,S12000019,3107,5,3,4,2,5,3,5,3,0,0
S01010977,S02002060,S08000024,S37000018,S12000019,3264,5,3,4,2,6,3,6,3,0,0
S01010978,S02002061,S08000024,S37000018,S12000019,1879,3,2,2,1,2,1,2,1,0,0
S01010979,S02002061,S08000024,S37000018,S12000019,2270,4,2,3,2,4,2,4,2,0,0
S01010980,S02002061,S08000024,S37000018,S12000019,1970,3,2,2,1,3,2,3,2,0,0
S01010981,S02002061,S08000024,S37000018,S12000019,2276,4,2,3,2,4,2,4,2,0,0
S01010982,S02002061,S08000024,S37000018,S12000019,4453,7,4,6,3,7,4,7,4,0,0
S01010983,S02002061,S08000024,S37000018,S12000019,3372,5,3,4,2,6,3,6,3,0,0
S01010984,S02002061,S08000024,S37000018,S12000019,5013,8,4,6,3,9,5,9,5,0,0
S01010985,S02002062,S08000024,S37000018,S12000019,4062,6,3,5,3,7,4,7,4,0,0
S01010986,S02002062,S08000024,S37000018,S12000019,5935,9,5,8,4,10,5,10,5,0,0
S01010987,S02002062,S08000024,S37000018,S12000019,6438,10,5,9,5,10,5,10,5,0,1
S01010988,S02002062,S08000024,S37000018,S12000019,6713,10,5,10,5,10,5,10,5,0,1
S01010989,S02002062,S08000024,S37000018,S12000019,6382,10,5,9,5,10,5,10,5,0,1
S01010990,S02002062,S08000024,S37000018,S12000019,3058,5,3,4,2,5,3,5,3,0,0
S01010991,S02002062,S08000024,S37000018,S12000019,4959,8,4,6,3,8,4,8,4,0,0
S01010992,S02002062,S08000024,S37000018,S12000019,5608,8,4,7,4,9,5,9,5,0,0
S01010993,S02002062,S08000024,S37000018,S12000019,4189,6,3,5,3,7,4,7,4,0,0
S01010994,S02002063,S08000024,S37000018,S12000019,5532,8,4,7,4,9,5,9,5,0,0
S01010995,S02002063,S08000024,S37000018,S12000019,6737,10,5,10,5,10,5,10,5,0,1
S01010996,S02002063,S08000024,S37000018,S12000019,5857,9,5,8,4,9,5,9,5,0,0
S01010997,S02002063,S08000024,S37000018,S12000019,6723,10,5,10,5,10,5,10,5,0,1
S01010998,S02002063,S08000024,S37000018,S12000019,6186,9,5,8,4,10,5,10,5,0,1
S01010999,S02002063,S08000024,S37000018,S12000019,4984,8,4,6,3,8,4,8,4,0,0
S01011000,S02002064,S08000024,S37000018,S12000019,3900,6,3,5,3,6,3,6,3,0,0
S01011001,S02002064,S08000024,S37000018,S12000019,2721,4,2,4,2,5,3,5,3,0,0
S01011002,S02002064,S08000024,S37000018,S12000019,2386,4,2,3,2,4,2,4,2,0,0
S01011003,S02002064,S08000024,S37000018,S12000019,2930,5,3,4,2,5,3,5,3,0,0
S01011004,S02002064,S08000024,S37000018,S12000019,4898,7,4,6,3,8,4,8,4,0,0
S01011005,S02002065,S08000024,S37000018,S12000019,1554,3,2,2,1,2,1,2,1,0,0
S01011006,S02002065,S08000024,S37000018,S12000019,2588,4,2,3,2,4,2,4,2,0,0
S01011007,S02002065,S08000024,S37000018,S12000019,2217,4,2,3,2,4,2,4,2,0,0
S01011008,S02002065,S08000024,S37000018,S12000019,1539,3,2,2,1,2,1,2,1,0,0
S01011009,S02002065,S08000024,S37000018,S12000019,1402,2,1,2,1,1,1,1,1,0,0
S01011010,S02002066,S08000024,S37000018,S12000019,404,1,1,1,1,1,1,1,1,1,0
S01011011,S02002066,S08000024,S37000018,S12000019,336,1,1,1,1,1,1,1,1,1,0
S01011012,S02002066,S08000024,S37000018,S12000019,207,1,1,1,1,1,1,1,1,1,0
S01011013,S02002066,S08000024,S37000018,S12000019,2349,4,2,3,2,4,2,4,2,0,0
S01011014,S02002067,S08000024,S37000018,S12000019,3250,5,3,4,2,5,3,5,3,0,0
S01011015,S02002067,S08000024,S37000018,S12000019,2468,4,2,3,2,4,2,4,2,0,0
S01011016,S02002067,S08000024,S37000018,S12000019,4989,8,4,6,3,8,4,8,4,0,0
S01011017,S02002067,S08000024,S37000018,S12000019,2943,5,3,4,2,5,3,5,3,0,0
S01011018,S02002067,S08000024,S37000018,S12000019,3424,5,3,4,2,6,3,6,3,0,0
S01011019,S02002067,S08000024,S37000018,S12000019,4076,6,3,5,3,7,4,7,4,0,0
S01011020,S02002067,S08000024,S37000018,S12000019,6049,9,5,8,4,10,5,10,5,0,1
S01011021,S02002068,S08000024,S37000018,S12000019,2039,3,2,3,2,3,2,3,2,0,0
